median_house_value,total_bedrooms,population,house_holds,median_income,rooms_per_househole,population_per_househole,bedrooms_ratio
1.757,1256.0,3683.0,1220.0,4.5746,5.5,3.02,0.19
2.312,694.0,1935.0,659.0,4.5625,5.97,2.94,0.18
1.821,698.0,1940.0,645.0,4.121,5.31,3.01,0.2
1.813,866.0,2748.0,817.0,4.8854,6.74,3.36,0.16
1.601,334.0,1043.0,322.0,3.7784,5.93,3.24,0.17
1.689,815.0,2456.0,782.0,4.5032,5.75,3.14,0.18
1.786,555.0,1297.0,552.0,3.9531,5.51,2.35,0.18
1.678,1091.0,3013.0,1078.0,3.2369,4.47,2.79,0.23
1.211,190.0,279.0,196.0,1.9176,4.23,1.42,0.23
1.591,485.0,726.0,443.0,3.5192,5.91,1.64,0.19
1.694,381.0,588.0,359.0,3.1187,5.91,1.64,0.18
1.482,665.0,715.0,467.0,2.6048,6.13,1.53,0.23
2.78,255.0,667.0,277.0,5.7382,6.44,2.41,0.14
2.654,309.0,678.0,340.0,7.0913,5.95,1.99,0.15
2.685,1231.0,2026.0,1001.0,5.09,6.66,2.02,0.18
3.282,158.0,361.0,176.0,6.8099,6.22,2.05,0.14
1.606,450.0,818.0,405.0,4.3424,5.67,2.02,0.2
2.101,578.0,926.0,391.0,3.6437,5.81,2.37,0.25
1.379,623.0,1283.0,559.0,3.3724,5.41,2.3,0.21
2.293,142.0,463.0,152.0,5.8747,6.49,3.05,0.14
1.372,284.0,761.0,290.0,5.3074,4.62,2.62,0.21
2.207,396.0,1228.0,396.0,6.4211,7.04,3.1,0.14
2.641,347.0,1193.0,365.0,6.53,7.06,3.27,0.13
4.504,2279.0,5613.0,1696.0,7.2731,8.86,3.31,0.15
0.858,861.0,2098.0,828.0,2.4459,3.82,2.53,0.27
1.676,770.0,1134.0,482.0,4.1279,7.51,2.35,0.21
2.786,1293.0,2741.0,1204.0,5.6436,6.57,2.28,0.16
4.0,254.0,580.0,234.0,6.7769,7.86,2.48,0.14
2.222,1051.0,1639.0,991.0,4.5,5.23,1.65,0.2
1.446,20.0,32.0,21.0,4.3571,4.14,1.52,0.23
2.615,389.0,994.0,359.0,5.8966,7.34,2.77,0.15
2.601,121.0,388.0,131.0,6.3517,7.0,2.96,0.13
3.623,567.0,1643.0,544.0,7.7684,8.45,3.02,0.12
2.962,435.0,1083.0,448.0,6.3761,6.37,2.42,0.15
3.783,430.0,1536.0,448.0,8.4284,7.53,3.43,0.13
5.00001,185.0,529.0,166.0,7.7517,8.51,3.19,0.13
2.557,316.0,802.0,289.0,6.5706,6.96,2.78,0.16
2.822,266.0,827.0,270.0,7.0546,7.43,3.06,0.13
2.551,290.0,814.0,291.0,6.2715,6.84,2.8,0.15
1.843,445.0,1047.0,437.0,5.149,6.85,2.4,0.15
1.615,388.0,705.0,352.0,4.4766,5.8,2.0,0.19
3.106,235.0,855.0,241.0,7.5992,7.63,3.55,0.13
2.484,228.0,690.0,224.0,6.5853,7.38,3.08,0.14
3.083,2490.0,6600.0,2407.0,6.0857,6.21,2.74,0.17
3.279,218.0,683.0,231.0,7.5604,6.7,2.96,0.14
2.941,977.0,1917.0,842.0,5.1998,6.97,2.28,0.17
2.092,417.0,904.0,427.0,4.4219,5.78,2.12,0.17
2.816,1258.0,2211.0,1116.0,4.25,5.59,1.98,0.2
2.415,1866.0,3775.0,1698.0,4.955,5.39,2.22,0.2
2.387,931.0,2565.0,902.0,6.1949,6.27,2.84,0.16
2.014,327.0,1037.0,326.0,5.1909,6.67,3.18,0.15
2.168,588.0,1618.0,509.0,4.6028,6.32,3.18,0.18
2.688,273.0,687.0,308.0,2.3182,3.65,2.23,0.24
1.563,559.0,1444.0,512.0,5.2463,5.96,2.82,0.18
2.636,242.0,850.0,240.0,6.0862,6.38,3.54,0.16
2.611,2613.0,7417.0,2358.0,5.9094,6.57,3.15,0.17
2.318,824.0,2223.0,783.0,4.9485,5.99,2.84,0.18
2.181,536.0,1723.0,592.0,6.3542,6.2,2.91,0.15
2.383,405.0,1526.0,402.0,6.0175,7.14,3.8,0.14
2.637,1572.0,4438.0,1498.0,4.988,6.02,2.96,0.17
2.465,3336.0,7644.0,2895.0,5.4584,6.03,2.64,0.19
1.923,877.0,2412.0,832.0,4.3548,5.71,2.9,0.18
2.962,1448.0,4194.0,1401.0,6.439,7.04,2.99,0.15
2.134,476.0,1387.0,442.0,4.3286,6.32,3.14,0.17
2.409,373.0,1057.0,372.0,6.2513,6.24,2.84,0.16
3.198,352.0,1226.0,366.0,7.6832,7.27,3.35,0.13
1.692,555.0,1559.0,546.0,5.3129,5.55,2.86,0.18
3.442,882.0,2588.0,842.0,6.4027,6.92,3.07,0.15
4.113,1617.0,4496.0,1553.0,5.9289,6.69,2.9,0.16
4.045,279.0,770.0,252.0,5.8661,7.89,3.06,0.14
5.00001,433.0,1020.0,408.0,11.0911,8.26,2.5,0.13
5.00001,453.0,1364.0,425.0,13.6623,8.33,3.21,0.13
5.00001,454.0,1032.0,406.0,10.156,7.87,2.54,0.14
5.00001,511.0,1541.0,470.0,11.1118,8.43,3.28,0.13
5.00001,495.0,1088.0,471.0,6.4651,5.48,2.31,0.19
5.00001,264.0,710.0,282.0,10.1768,6.1,2.52,0.15
5.00001,273.0,650.0,271.0,5.6582,6.09,2.4,0.17
5.00001,1227.0,1947.0,1012.0,4.4375,5.42,1.92,0.22
5.00001,205.0,380.0,151.0,4.2875,8.12,2.52,0.17
3.96,520.0,1454.0,524.0,7.7317,7.43,2.77,0.13
3.691,356.0,795.0,353.0,7.5975,7.12,2.25,0.14
5.00001,326.0,1011.0,319.0,15.0001,8.52,3.17,0.12
4.399,749.0,1478.0,634.0,7.472,7.77,2.33,0.15
4.853,458.0,931.0,414.0,5.8393,6.08,2.25,0.18
3.935,491.0,1059.0,451.0,4.7841,5.98,2.35,0.18
3.878,454.0,1085.0,420.0,5.1523,5.78,2.58,0.19
4.925,310.0,665.0,297.0,6.8443,5.49,2.24,0.19
2.313,512.0,1532.0,499.0,2.7348,4.26,3.07,0.24
3.821,578.0,1273.0,538.0,5.5922,6.17,2.37,0.17
2.269,977.0,1690.0,892.0,4.125,4.37,1.89,0.25
2.447,648.0,849.0,345.0,4.1012,8.08,2.46,0.23
2.307,392.0,351.0,208.0,5.2742,8.91,1.69,0.21
3.944,712.0,1619.0,667.0,4.125,5.37,2.43,0.2
3.477,585.0,1251.0,576.0,4.2356,4.75,2.17,0.21
3.767,1242.0,2450.0,1140.0,4.7179,5.02,2.15,0.22
2.783,346.0,1088.0,352.0,6.3525,6.33,3.09,0.16
2.696,450.0,1433.0,453.0,6.6319,6.86,3.16,0.14
1.476,663.0,1412.0,618.0,3.212,5.66,2.28,0.19
3.246,493.0,1319.0,467.0,6.9326,7.31,2.82,0.14
2.158,311.0,1108.0,311.0,3.9826,5.75,3.56,0.17
1.487,443.0,1104.0,416.0,3.5313,5.38,2.65,0.2
3.698,759.0,1724.0,685.0,6.3712,6.76,2.52,0.16
2.209,499.0,1356.0,512.0,4.87,5.66,2.65,0.17
2.861,340.0,928.0,344.0,5.798,6.23,2.7,0.16
3.0,338.0,672.0,292.0,3.1667,3.92,2.3,0.29
2.527,928.0,2471.0,888.0,3.5179,5.02,2.78,0.21
2.146,392.0,1302.0,404.0,3.55,4.55,3.22,0.21
2.869,555.0,1281.0,520.0,4.7333,5.29,2.46,0.2
3.143,321.0,603.0,267.0,2.8611,4.39,2.26,0.27
2.951,426.0,1034.0,407.0,6.4247,6.56,2.54,0.16
3.467,515.0,1463.0,476.0,5.7787,6.78,3.07,0.16
3.424,447.0,1335.0,426.0,6.0922,6.92,3.13,0.15
3.387,335.0,1008.0,325.0,6.1509,6.49,3.1,0.16
2.458,1022.0,2585.0,941.0,4.0118,4.43,2.75,0.24
3.671,733.0,1612.0,672.0,3.197,5.49,2.4,0.2
1.224,808.0,1371.0,737.0,2.9083,4.52,1.86,0.24
3.432,527.0,1389.0,520.0,4.0,5.05,2.67,0.2
3.571,518.0,815.0,403.0,4.3182,6.74,2.02,0.19
3.694,534.0,948.0,467.0,3.2984,4.36,2.03,0.26
2.848,765.0,2165.0,690.0,3.5585,4.56,3.14,0.24
2.763,511.0,870.0,442.0,3.194,4.91,1.97,0.24
2.9,520.0,1049.0,485.0,4.027,4.39,2.16,0.24
3.313,458.0,775.0,391.0,3.2308,4.6,1.98,0.25
2.813,2041.0,4773.0,1858.0,4.0791,5.88,2.57,0.19
2.437,458.0,1286.0,467.0,4.5694,6.1,2.75,0.16
2.455,552.0,1533.0,545.0,4.0585,6.53,2.81,0.16
2.621,2212.0,5495.0,2060.0,5.4904,6.43,2.67,0.17
3.54,527.0,936.0,461.0,2.7717,5.79,2.03,0.2
5.00001,446.0,747.0,421.0,3.5341,5.68,1.77,0.19
1.83,105.0,224.0,105.0,3.9205,5.88,2.13,0.17
1.881,1703.0,2904.0,1550.0,4.1282,5.14,1.87,0.21
1.688,322.0,755.0,286.0,4.7961,4.83,2.64,0.23
2.598,1018.0,2064.0,957.0,5.1837,6.36,2.16,0.17
2.679,422.0,1197.0,399.0,6.5338,6.63,3.0,0.16
1.856,1341.0,2849.0,1197.0,2.478,3.84,2.38,0.29
1.875,277.0,610.0,246.0,2.25,4.09,2.48,0.28
1.785,1423.0,4163.0,1406.0,3.0306,4.06,2.96,0.25
5.00001,305.0,580.0,193.0,3.975,6.9,3.01,0.23
2.063,515.0,902.0,449.0,3.7891,3.75,2.01,0.31
2.833,1140.0,2111.0,1062.0,3.3536,4.24,1.99,0.25
1.818,1153.0,2372.0,1058.0,2.5509,5.25,2.24,0.21
1.854,291.0,833.0,308.0,2.8893,5.02,2.7,0.19
1.98,423.0,812.0,387.0,3.625,5.11,2.1,0.21
5.00001,442.0,812.0,367.0,2.3182,5.57,2.21,0.22
2.667,509.0,855.0,394.0,2.6979,4.9,2.17,0.26
1.738,1274.0,4729.0,1187.0,1.8214,3.46,3.98,0.31
2.086,453.0,1138.0,439.0,2.8819,5.02,2.59,0.21
1.925,382.0,650.0,286.0,1.9562,3.41,2.27,0.39
1.85,213.0,486.0,204.0,4.1875,4.22,2.38,0.25
1.979,264.0,538.0,248.0,2.4583,3.74,2.17,0.28
3.133,1373.0,1298.0,696.0,3.209,7.24,1.86,0.27
5.0,1145.0,1703.0,895.0,1.9891,4.61,1.9,0.28
1.063,581.0,1288.0,426.0,1.9386,4.41,3.02,0.31
1.875,317.0,845.0,319.0,1.6318,2.91,2.65,0.34
1.625,112.0,359.0,118.0,1.5625,2.99,3.04,0.32
1.844,386.0,974.0,317.0,1.3903,4.5,3.07,0.27
1.661,557.0,1190.0,483.0,1.3269,3.99,2.46,0.29
1.699,562.0,1323.0,525.0,2.9539,4.06,2.52,0.26
1.508,482.0,1405.0,486.0,3.2917,5.03,2.89,0.2
1.697,728.0,1793.0,622.0,2.5754,5.3,2.88,0.22
1.503,262.0,912.0,298.0,4.25,5.32,3.06,0.17
1.457,376.0,1302.0,379.0,4.0109,5.44,3.44,0.18
1.429,220.0,700.0,232.0,3.9875,5.39,3.02,0.18
2.161,1372.0,3015.0,1124.0,2.7386,5.31,2.68,0.23
1.981,476.0,1189.0,433.0,5.1733,6.52,2.75,0.17
2.245,553.0,1533.0,518.0,5.276,6.85,2.96,0.16
1.736,845.0,1827.0,796.0,2.9716,4.61,2.3,0.23
2.741,525.0,1654.0,559.0,5.7409,6.4,2.96,0.15
1.538,634.0,1823.0,578.0,3.1875,5.38,3.15,0.2
0.985,791.0,1759.0,806.0,2.765,4.49,2.18,0.22
1.693,604.0,982.0,569.0,1.6402,4.53,1.73,0.23
1.624,288.0,792.0,265.0,4.0469,5.96,2.99,0.18
1.089,1039.0,1810.0,986.0,2.4375,4.85,1.84,0.22
0.912,602.0,855.0,559.0,2.7846,5.13,1.53,0.21
0.917,232.0,316.0,221.0,2.7417,4.78,1.43,0.22
0.858,300.0,424.0,288.0,2.2882,4.33,1.47,0.24
1.841,2988.0,6666.0,2612.0,3.7568,5.73,2.55,0.2
2.155,3753.0,8738.0,3441.0,4.3762,6.09,2.54,0.18
1.573,461.0,1428.0,407.0,2.4754,5.28,3.51,0.21
0.877,430.0,599.0,399.0,2.0147,4.6,1.5,0.23
1.516,1233.0,4127.0,1162.0,3.0704,5.37,3.55,0.2
1.521,854.0,2983.0,834.0,4.3428,5.8,3.58,0.18
1.256,482.0,1435.0,462.0,3.676,4.77,3.11,0.22
1.898,287.0,934.0,277.0,3.8958,6.63,3.37,0.16
1.171,606.0,2051.0,493.0,2.675,6.03,4.16,0.2
1.033,367.0,1514.0,342.0,2.6442,4.39,4.43,0.24
0.996,311.0,1425.0,306.0,2.0272,4.3,4.66,0.24
1.507,1040.0,4049.0,940.0,3.8156,6.52,4.31,0.17
3.59,351.0,1151.0,357.0,6.3054,7.04,3.22,0.14
1.739,798.0,2582.0,746.0,4.3429,6.18,3.46,0.17
1.338,275.0,1227.0,264.0,4.1713,6.36,4.65,0.16
1.31,419.0,1456.0,381.0,3.7933,6.11,3.82,0.18
1.023,764.0,2140.0,687.0,3.125,5.07,3.11,0.22
0.971,630.0,1843.0,674.0,2.8558,4.56,2.73,0.2
1.869,420.0,1314.0,398.0,4.85,6.28,3.3,0.17
1.709,1523.0,4399.0,1423.0,3.6301,5.77,3.09,0.19
1.41,757.0,2212.0,727.0,3.1062,5.14,3.04,0.2
1.556,592.0,1130.0,579.0,2.5872,5.04,1.95,0.2
1.279,416.0,1258.0,388.0,3.33,4.91,3.24,0.22
1.434,881.0,2298.0,870.0,2.9386,5.22,2.64,0.19
1.344,4819.0,35682.0,4769.0,2.5729,5.27,7.48,0.19
2.573,442.0,1354.0,431.0,4.5764,6.65,3.14,0.15
2.633,482.0,1351.0,452.0,4.605,7.0,2.99,0.15
3.313,433.0,1193.0,394.0,6.2475,7.42,3.03,0.15
3.257,817.0,2312.0,810.0,5.4563,6.54,2.85,0.15
3.144,488.0,1104.0,460.0,6.1009,7.2,2.4,0.15
1.899,679.0,1022.0,564.0,2.7986,5.87,1.81,0.2
2.959,1182.0,2778.0,1020.0,4.0357,6.23,2.72,0.19
3.768,312.0,862.0,280.0,5.1786,6.86,3.08,0.16
1.467,765.0,2007.0,687.0,3.0,5.15,2.92,0.22
2.27,463.0,1322.0,424.0,3.7857,6.38,3.12,0.17
1.732,704.0,1727.0,652.0,2.8393,5.12,2.65,0.21
1.712,525.0,1696.0,516.0,3.668,5.41,3.29,0.19
1.344,431.0,1031.0,389.0,2.0956,4.15,2.65,0.27
1.373,543.0,1425.0,491.0,2.375,5.5,2.9,0.2
1.546,548.0,1440.0,501.0,2.2368,4.43,2.87,0.25
1.469,530.0,1687.0,511.0,1.995,3.43,3.3,0.3
1.809,793.0,2436.0,779.0,4.5391,6.02,3.13,0.17
2.226,480.0,1250.0,450.0,4.5,6.19,2.78,0.17
2.47,960.0,2833.0,915.0,2.3214,4.07,3.1,0.26
2.733,338.0,848.0,304.0,5.5395,6.26,2.79,0.18
2.961,554.0,1301.0,518.0,4.0882,5.85,2.51,0.18
2.083,587.0,1931.0,510.0,3.8547,5.66,3.79,0.2
2.915,821.0,2350.0,810.0,5.0507,6.66,2.9,0.15
1.688,658.0,2091.0,610.0,3.2614,5.77,3.43,0.19
1.17,639.0,1838.0,540.0,2.2393,5.41,3.4,0.22
2.438,209.0,601.0,193.0,3.8438,5.64,3.11,0.19
2.676,312.0,891.0,281.0,7.0177,6.41,3.17,0.17
2.647,569.0,1704.0,539.0,3.7644,5.76,3.16,0.18
2.328,601.0,1727.0,541.0,4.9375,5.57,3.19,0.2
4.192,313.0,573.0,221.0,8.2531,9.38,2.59,0.15
2.541,1002.0,3129.0,945.0,4.7647,6.24,3.31,0.17
2.5,539.0,1531.0,505.0,3.1553,5.9,3.03,0.18
2.345,773.0,2012.0,703.0,3.1906,5.88,2.86,0.19
2.813,829.0,918.0,500.0,3.1272,8.14,1.84,0.2
2.981,919.0,2228.0,866.0,4.9335,6.72,2.57,0.16
2.722,571.0,1385.0,512.0,4.15,6.52,2.71,0.17
3.073,780.0,2106.0,801.0,6.2079,6.23,2.63,0.16
2.946,459.0,1253.0,393.0,4.0328,6.84,3.19,0.17
2.864,629.0,1875.0,609.0,5.543,7.24,3.08,0.14
1.908,672.0,1693.0,597.0,3.3882,6.16,2.84,0.18
1.75,643.0,1555.0,560.0,1.7217,3.81,2.78,0.3
1.625,343.0,704.0,322.0,1.9571,4.44,2.19,0.24
2.401,330.0,1014.0,304.0,4.3068,6.55,3.34,0.17
1.96,648.0,1767.0,614.0,4.0776,6.12,2.88,0.17
1.509,308.0,1194.0,312.0,3.4359,5.51,3.83,0.18
1.72,657.0,1946.0,579.0,2.9875,5.01,3.36,0.23
0.97,573.0,962.0,557.0,1.808,4.19,1.73,0.25
1.488,729.0,1036.0,608.0,2.0246,5.3,1.7,0.23
1.625,334.0,1173.0,349.0,4.1316,5.62,3.36,0.17
1.514,626.0,1938.0,525.0,2.1293,4.74,3.69,0.25
1.646,108.0,348.0,127.0,4.125,4.28,2.74,0.2
2.05,993.0,2997.0,1029.0,4.6187,5.99,2.91,0.16
1.985,3933.0,9690.0,3510.0,4.1405,5.96,2.76,0.19
1.967,337.0,999.0,325.0,5.0249,7.02,3.07,0.15
0.908,311.0,470.0,313.0,1.8849,4.54,1.5,0.22
0.986,542.0,1065.0,531.0,2.3844,5.33,2.01,0.19
1.775,996.0,3161.0,1012.0,4.4531,5.7,3.12,0.17
1.426,347.0,1160.0,331.0,3.9815,6.07,3.5,0.17
1.358,443.0,1654.0,435.0,3.5,4.98,3.8,0.2
1.36,408.0,1325.0,427.0,3.0197,4.46,3.1,0.21
1.756,261.0,1012.0,285.0,4.21,5.16,3.55,0.18
1.507,379.0,1360.0,404.0,4.2054,5.31,3.37,0.18
1.219,725.0,1675.0,629.0,2.8214,5.03,2.66,0.23
1.569,322.0,978.0,332.0,4.3542,5.58,2.95,0.17
1.393,289.0,663.0,209.0,2.724,4.66,3.17,0.3
1.658,639.0,1633.0,580.0,3.4456,4.65,2.82,0.24
1.272,488.0,1992.0,453.0,2.066,4.29,4.4,0.25
1.217,489.0,1859.0,446.0,2.1875,4.2,4.17,0.26
1.113,419.0,1581.0,387.0,3.0982,4.77,4.09,0.23
1.475,415.0,1045.0,386.0,2.4505,4.23,2.71,0.25
1.717,404.0,989.0,367.0,2.5119,4.63,2.69,0.24
1.245,618.0,1472.0,596.0,2.0625,3.96,2.47,0.26
1.313,473.0,1302.0,471.0,2.7961,4.35,2.76,0.23
1.17,292.0,1035.0,293.0,2.6339,4.11,3.53,0.24
2.138,386.0,861.0,381.0,3.6181,5.08,2.26,0.2
1.988,828.0,1901.0,735.0,3.6375,5.99,2.59,0.19
2.055,277.0,801.0,292.0,4.4844,5.95,2.74,0.16
1.66,720.0,1770.0,693.0,3.5109,4.87,2.55,0.21
2.125,360.0,999.0,356.0,4.8929,6.42,2.81,0.16
2.537,518.0,1288.0,466.0,5.04,7.16,2.76,0.16
2.169,656.0,1948.0,606.0,2.7019,4.96,3.21,0.22
2.157,773.0,1481.0,627.0,2.9133,5.38,2.36,0.23
2.161,595.0,1518.0,545.0,2.9469,4.3,2.79,0.25
1.585,509.0,1044.0,522.0,4.2361,5.04,2.0,0.19
2.07,306.0,830.0,279.0,4.5764,6.78,2.97,0.16
1.594,351.0,1035.0,352.0,2.9191,4.46,2.94,0.22
1.925,447.0,1147.0,422.0,3.6346,6.05,2.72,0.18
2.002,565.0,1646.0,554.0,5.0195,6.02,2.97,0.17
1.826,1533.0,3760.0,1460.0,4.1807,5.4,2.58,0.19
2.39,299.0,828.0,283.0,4.2383,7.57,2.93,0.14
2.839,312.0,809.0,282.0,5.552,8.33,2.87,0.13
2.478,894.0,2282.0,801.0,5.5956,7.3,2.85,0.15
2.244,263.0,781.0,281.0,5.6605,6.06,2.78,0.15
1.114,792.0,1632.0,721.0,2.7644,5.24,2.26,0.21
1.606,176.0,436.0,168.0,3.1667,4.89,2.6,0.21
1.573,591.0,842.0,538.0,2.1205,5.58,1.57,0.2
1.781,118.0,384.0,126.0,6.2096,5.37,3.05,0.17
2.256,793.0,2235.0,746.0,4.5781,6.09,3.0,0.17
2.449,4135.0,10877.0,3958.0,4.6357,6.04,2.75,0.17
0.875,445.0,952.0,448.0,4.0625,5.71,2.13,0.17
2.375,1874.0,3925.0,1672.0,4.2826,5.98,2.35,0.19
1.357,362.0,810.0,322.0,3.625,4.62,2.52,0.24
2.281,625.0,1164.0,582.0,4.0,5.27,2.0,0.2
2.145,946.0,2091.0,808.0,3.6736,5.72,2.59,0.2
1.839,886.0,2328.0,801.0,3.3444,5.33,2.91,0.21
1.638,361.0,1446.0,362.0,3.75,4.94,3.99,0.2
2.185,612.0,1722.0,593.0,4.8152,6.35,2.9,0.16
2.097,722.0,1921.0,657.0,4.1128,5.42,2.92,0.2
1.96,698.0,1246.0,579.0,2.6487,5.07,2.15,0.24
0.916,1137.0,3094.0,1091.0,2.3159,4.13,2.84,0.25
1.99,864.0,1927.0,765.0,3.0139,5.35,2.52,0.21
1.392,414.0,1663.0,403.0,3.8147,5.02,4.13,0.2
2.104,848.0,2314.0,705.0,5.0123,6.49,3.28,0.19
1.633,954.0,1708.0,952.0,2.8586,5.08,1.79,0.2
1.328,368.0,754.0,409.0,2.2278,4.62,1.84,0.19
2.143,115.0,426.0,137.0,3.0221,4.35,3.11,0.19
1.599,1206.0,3943.0,1006.0,3.1793,5.89,3.92,0.2
1.585,962.0,2726.0,905.0,3.5839,5.25,3.01,0.2
2.027,236.0,733.0,214.0,5.6874,7.76,3.43,0.14
1.932,381.0,997.0,390.0,3.4833,5.75,2.56,0.17
1.684,182.0,702.0,192.0,5.5696,5.98,3.66,0.16
1.746,198.0,758.0,178.0,5.0346,6.34,4.26,0.18
1.589,208.0,470.0,217.0,2.3062,4.93,2.17,0.19
1.726,671.0,1759.0,663.0,3.1776,5.89,2.65,0.17
1.707,278.0,993.0,277.0,4.8526,5.95,3.58,0.17
1.714,539.0,1320.0,512.0,4.1053,5.11,2.58,0.21
1.636,272.0,1025.0,267.0,4.1641,6.4,3.84,0.16
1.726,408.0,1211.0,396.0,3.8967,5.97,3.06,0.17
1.539,456.0,1147.0,433.0,4.0495,5.21,2.65,0.2
0.92,923.0,1677.0,728.0,2.3267,5.02,2.3,0.25
1.175,1683.0,5410.0,1580.0,2.32,3.94,3.42,0.27
1.68,596.0,912.0,554.0,3.775,5.54,1.65,0.19
2.478,736.0,1473.0,675.0,5.1194,6.48,2.18,0.17
2.589,689.0,926.0,561.0,4.3672,5.81,1.65,0.21
2.799,601.0,1197.0,552.0,5.1814,6.29,2.17,0.17
2.558,1437.0,3335.0,1323.0,5.311,6.46,2.52,0.17
2.403,545.0,1410.0,557.0,6.0336,6.26,2.53,0.16
2.374,291.0,685.0,248.0,7.745,7.51,2.76,0.16
1.719,720.0,1176.0,614.0,3.9464,5.99,1.92,0.2
5.00001,407.0,349.0,169.0,7.0423,14.19,2.07,0.17
2.271,761.0,1335.0,603.0,4.1667,6.19,2.21,0.2
2.796,855.0,2015.0,768.0,6.3373,6.93,2.62,0.16
3.403,465.0,1311.0,435.0,7.5402,8.39,3.01,0.13
2.852,1012.0,3097.0,1014.0,6.617,7.11,3.05,0.14
2.996,814.0,1958.0,716.0,5.3905,7.09,2.73,0.16
1.299,1442.0,3773.0,1250.0,3.0426,4.55,3.02,0.25
1.542,250.0,827.0,239.0,4.3846,6.26,3.46,0.17
1.609,292.0,921.0,294.0,4.2357,4.86,3.13,0.2
1.606,429.0,1683.0,408.0,4.7426,6.24,4.13,0.17
1.577,297.0,936.0,287.0,5.1842,6.6,3.26,0.16
1.475,379.0,1158.0,360.0,4.7941,5.99,3.22,0.18
2.224,488.0,1656.0,429.0,5.0461,7.35,3.86,0.15
2.128,886.0,2732.0,830.0,5.1771,6.5,3.29,0.16
1.748,974.0,2844.0,950.0,4.4477,5.75,2.99,0.18
1.838,412.0,1226.0,428.0,5.4819,5.76,2.86,0.17
2.067,1030.0,2697.0,977.0,4.8554,6.49,2.76,0.16
1.804,522.0,1231.0,503.0,3.2024,5.95,2.45,0.17
1.568,494.0,1444.0,503.0,3.5462,5.23,2.87,0.19
1.375,865.0,1981.0,840.0,3.4764,4.71,2.36,0.22
1.353,1632.0,4526.0,1474.0,2.6152,4.62,3.07,0.24
1.375,165.0,612.0,176.0,2.1786,3.15,3.48,0.3
1.372,674.0,2447.0,717.0,3.8185,5.33,3.41,0.18
0.985,2035.0,5370.0,1838.0,2.3762,4.21,2.92,0.26
1.5,2888.0,6583.0,2789.0,2.8247,4.95,2.36,0.21
1.363,1166.0,2737.0,1051.0,2.25,4.33,2.6,0.26
1.435,2114.0,4854.0,1957.0,2.8015,4.47,2.48,0.24
1.137,2628.0,7014.0,2267.0,2.1437,3.73,3.09,0.31
1.375,44.0,107.0,48.0,0.7054,2.23,2.23,0.41
1.911,1407.0,2916.0,1295.0,4.7019,6.47,2.25,0.17
1.611,685.0,1398.0,581.0,3.1467,5.44,2.41,0.22
1.828,464.0,1564.0,457.0,4.4655,6.15,3.42,0.17
1.998,974.0,2300.0,970.0,3.7109,5.72,2.37,0.18
1.595,2576.0,4917.0,2424.0,2.3171,4.4,2.03,0.24
1.905,636.0,1395.0,582.0,3.4455,5.51,2.4,0.2
2.64,1032.0,2662.0,923.0,4.9005,6.64,2.88,0.17
0.8,652.0,1123.0,699.0,2.082,4.53,1.61,0.21
2.0,13.0,59.0,13.0,3.875,4.0,4.54,0.25
2.75,342.0,315.0,201.0,0.813,4.78,1.57,0.36
1.324,627.0,1167.0,647.0,2.2875,4.08,1.8,0.24
1.996,1603.0,4074.0,1504.0,4.3513,6.18,2.71,0.17
1.866,235.0,363.0,177.0,3.6389,5.83,2.05,0.23
3.473,336.0,1080.0,365.0,8.6803,6.58,2.96,0.14
4.441,343.0,1045.0,340.0,8.5957,8.11,3.07,0.12
3.53,2162.0,5640.0,1997.0,4.4375,6.03,2.82,0.18
2.491,501.0,1383.0,488.0,4.9844,6.97,2.83,0.15
1.77,539.0,1387.0,499.0,3.8292,5.76,2.78,0.19
1.783,624.0,1988.0,658.0,4.7566,5.76,3.02,0.16
1.225,184.0,620.0,163.0,2.5284,3.48,3.8,0.32
1.151,324.0,1301.0,331.0,2.5331,4.1,3.93,0.24
1.277,585.0,1556.0,563.0,2.2,3.72,2.76,0.28
1.716,321.0,891.0,286.0,3.1429,5.99,3.12,0.19
1.455,268.0,823.0,229.0,1.8363,4.63,3.59,0.25
1.399,473.0,1326.0,427.0,3.0915,4.81,3.11,0.23
1.167,444.0,1669.0,463.0,2.2146,3.96,3.6,0.24
1.143,208.0,565.0,188.0,1.875,3.59,3.01,0.31
1.877,927.0,2818.0,900.0,3.1458,5.09,3.13,0.2
1.463,499.0,1224.0,461.0,2.7216,5.37,2.66,0.2
1.27,599.0,1251.0,529.0,2.4122,4.64,2.36,0.24
1.423,1237.0,3004.0,1139.0,3.0054,4.89,2.64,0.22
2.625,1276.0,3516.0,1261.0,4.0484,5.93,2.79,0.17
1.728,1185.0,3555.0,1118.0,4.7022,6.26,3.18,0.17
2.875,851.0,2177.0,783.0,6.7957,6.58,2.78,0.17
1.699,372.0,1118.0,369.0,4.2813,6.46,3.03,0.16
2.235,642.0,2095.0,677.0,5.4786,6.49,3.09,0.15
1.675,390.0,1099.0,362.0,5.2323,6.7,3.04,0.16
3.202,746.0,2119.0,662.0,6.1868,8.33,3.2,0.14
2.483,446.0,1286.0,419.0,5.4663,7.5,3.07,0.14
3.356,581.0,1902.0,566.0,6.1834,8.26,3.36,0.12
2.399,545.0,1628.0,535.0,4.8836,6.52,3.04,0.16
2.109,501.0,1448.0,452.0,5.0278,6.23,3.2,0.18
